engine_temperature,oil_temperature,hydraulic_pressure,vibration,engine_rpm,fuel_consumption,operating_hours,failure
89.96714153011233,101.19484349268802,163.12054312564047,0.710630930547131,1540.9519185105198,13.72872095393189,7305,0
83.61735698828815,97.39706946330215,176.38703323211206,1.9675379870645977,1790.6389533182748,13.639757674848438,2584,0
91.47688538100692,90.4770429593614,160.18950197500098,2.503673359894027,1805.405061613334,9.613070482109954,1954,0
100.23029856408026,84.82450577835542,172.300961759024,5.265225188808229,1941.7891037530217,14.009729424895689,3331,1
82.65846625276664,95.58578650890873,132.65963332615536,3.6678637494405097,1389.942491015752,17.198487245465234,2697,0
82.6586304305082,93.147883083374,185.33234268432346,1.3974221170801304,1977.7701821541991,11.177303642769616,7929,0
100.79212815507391,97.16154576022186,180.0301368840556,3.5832435473011643,988.6825105191674,18.145447953151777,8286,1
92.67434729152909,95.08137441345576,159.57278422329523,1.1432352132739614,1611.034634290857,16.463324463253013,4083,0
80.30525614065049,98.39642172255468,196.48114171081014,4.299229264664488,1653.5178472645366,12.797300034086886,7063,0
90.42560043585965,85.71811830751545,203.43925344066395,2.4346504178185455,1989.9980478213715,14.575411087986458,6784,0
80.36582307187538,100.5391525250746,139.81100339077565,2.887636573512995,1806.7892558030608,19.7949654229231,756,0
80.34270246429743,91.5807968375392,160.93188053584464,4.590955977050628,1378.331083843114,17.2006434405176,7843,0
87.41962271566034,106.60208698100212,160.77144125531754,1.4554037176989,1504.5020622548955,15.026350964694444,6939,1
65.86719755342202,84.48649745528346,156.5024224722784,1.3234581778644106,1859.6040028642221,14.286950049117047,6412,0
67.75082167486967,103.887710425322,200.73687104829372,2.299680808384794,1776.279797440633,15.229827211354978,8038,0
79.37712470759027,91.58328626770118,175.1543465306799,4.24605462122318,1626.262767109276,13.46470932617309,6276,0
74.87168879665576,84.78865597108441,173.38712896723473,1.1767847094277892,1655.7498631464061,8.685751482842957,3385,0
88.14247332595274,86.12891332756543,129.90344088983116,-0.3985867177326825,2008.8503991477867,21.12653373160419,9877,0
75.91975924478788,87.43722153444544,195.88545075523066,2.4586093699092015,1644.6922281392356,15.465974997598204,5659,0
70.87696298664709,93.39332757121534,149.01854012866318,3.6620889598931043,1773.572626791278,16.194441795367613,3663,0
99.65648768921554,94.18268390428399,181.4983157566582,4.440314099686595,2450.9809764241627,14.826276750369274,4684,0
82.74223699513465,85.41039996849136,186.9344234489548,2.4442063654975215,1372.8952089348231,12.794649597826236,4917,0
85.67528204687923,89.80516326191214,214.01646489596627,2.506288071460797,1244.4471805276025,14.442226557153688,5141,0
70.75251813786544,107.13816286889491,147.2794900220222,4.384680881106897,2035.0768994395821,10.201815713417066,6282,1
79.55617275474818,103.82034536080569,104.51219610447937,0.7563099603654955,1596.407081611769,21.831259494159916,8126,0
86.10922589709867,93.49058935739225,184.59623861884236,2.533775069780389,1704.528741677214,11.296464004732812,3344,0
73.49006422577698,90.3040278253456,225.01277953777134,3.228508667910069,1565.6530865606658,11.904101148458462,1140,0
88.75698018345672,90.96025061374608,210.97365882348595,3.539062465542041,1722.0599577697462,13.679222386840799,2373,0
78.99361310081196,94.90814378184334,185.24148538186566,2.388231968170941,2279.5614336289023,18.864227174557133,3729,0
82.08306250206724,81.81765947841275,167.7090953591988,3.0413292140470096,2040.6385375854359,15.043526997787962,2214,0
78.98293387770603,87.94098770061323,200.17806491593277,0.014007175904412694,2058.6670535660933,11.291592611908612,7464,0
103.52278184508938,76.65132740897928,155.6613450073883,2.210101905199382,1375.1318832622064,18.76301508227202,1777,1
84.86502775262066,93.19378498084224,191.9089442339055,3.544210455065361,1454.6538790341392,17.193001880356444,3194,0
74.422890710441,95.17756751762192,192.63675397916566,1.8212471588943846,948.2764021543719,16.615304871649357,9290,0
93.22544912103189,86.13450830160501,206.50524768747198,3.070781065907517,1557.1857536751738,17.14720272351252,5973,0
72.79156350028978,102.59189410632027,248.99150097277695,3.536247000963238,2087.0109559156977,22.183085701747352,2384,0
